"id","country","poor"
6850,"A",0.15
24169,"A",0.57
43335,"A",0.974
90393,"A",0.13
22213,"A",0.982
42236,"A",0.264
44470,"A",0.062
22152,"A",0.578
31845,"A",0.164
30161,"A",0.036
90831,"A",0.286
15702,"A",0.856
3292,"A",0.066
96642,"A",0.692
99850,"A",1
95558,"A",0.222
69198,"A",0.592
29778,"A",0.262
15986,"A",0.978
50172,"A",0
39312,"A",0.13
84039,"A",0.962
29896,"A",0.03
64069,"A",0.5
68082,"A",0.004
66107,"A",0.616
86292,"A",0.264
1044,"A",0.138
12076,"A",0.42
27863,"A",0.392
1659,"A",0.164
15497,"A",0.084
98698,"A",0.148
12502,"A",0.736
42926,"A",0.51
4077,"A",0.452
67411,"A",0.992
42719,"A",0.348
35218,"A",0.396
99499,"A",0.64
92203,"A",0.206
30666,"A",0.718
87612,"A",0.12
18218,"A",0.938
8661,"A",0.562
31370,"A",0.25
7914,"A",0.01
43948,"A",0.974
63366,"A",0.97
25679,"A",0.278
25516,"A",0.052
42517,"A",0.56
41460,"A",0.426
65677,"A",0.31
85987,"A",0.058
58971,"A",0.868
15401,"A",0.462
75089,"A",0.942
69592,"A",0.668
13072,"A",0.946
10298,"A",0.518
13755,"A",0.01
13145,"A",0
61451,"A",0.48
34053,"A",0.838
86824,"A",0.328
21190,"A",0.116
50742,"A",0.95
27326,"A",0.888
98725,"A",0.242
28360,"A",0.056
2951,"A",0.132
5927,"A",0.002
62303,"A",0.988
75816,"A",0.712
87228,"A",0.084
67911,"A",0.776
58699,"A",0.768
51209,"A",0.366
46278,"A",0.894
46983,"A",0.006
3372,"A",0.884
46652,"A",0.424
90153,"A",0.272
7122,"A",0.954
98188,"A",0.034
69338,"A",0.968
71023,"A",0.98
96811,"A",0.224
40629,"A",0.008
8658,"A",0.312
31896,"A",0.206
40390,"A",0.548
53257,"A",0.876
23872,"A",0.824
37562,"A",0.526
46136,"A",0.194
38314,"A",0.702
42009,"A",0.224
42147,"A",0.094
15957,"A",0.642
56679,"A",0.048
46665,"A",0.128
23268,"A",0.248
86230,"A",0.924
96868,"A",0.008
50192,"A",0.674
88898,"A",0.812
99864,"A",0.862
51475,"A",0.128
24790,"A",0.132
89722,"A",0.678
53694,"A",0.414
84324,"A",0.61
8242,"A",0.902
95936,"A",0.55
92463,"A",0.442
55299,"A",0.222
44343,"A",0.508
56297,"A",0.942
17401,"A",0.232
75890,"A",0.406
29977,"A",0.872
94669,"A",0.482
1355,"A",0.198
15120,"A",0.872
95098,"A",0.044
16088,"A",0.044
27924,"A",0.71
57149,"A",0.768
73124,"A",0.012
58523,"A",0.276
60466,"A",0.456
51765,"A",0.906
62811,"A",0.998
4113,"A",0.196
58917,"A",0.88
63913,"A",0.03
55772,"A",0.984
64925,"A",0.642
62610,"A",0.95
22148,"A",0.676
67494,"A",0.99
83639,"A",0.996
96437,"A",0.642
60891,"A",0.978
63682,"A",0.05
94464,"A",0.632
79703,"A",0.026
87425,"A",0.922
53482,"A",0.942
2859,"A",0.31
33107,"A",0.114
35345,"A",0.914
16670,"A",0.974
38871,"A",0.204
61092,"A",0.58
88838,"A",0.068
18877,"A",0.962
13989,"A",0.204
38518,"A",0.728
72854,"A",0.68
82711,"A",0.37
50125,"A",0.014
4463,"A",0.79
12305,"A",0.498
96958,"A",0.874
86639,"A",0.998
75410,"A",0.97
22447,"A",0.016
28867,"A",0.044
69969,"A",0.55
84393,"A",0.198
90648,"A",0.662
14948,"A",0.658
83839,"A",0.738
92212,"A",0.712
54853,"A",0.612
6552,"A",0.468
16768,"A",0.014
67595,"A",0.636
38589,"A",0.09
87346,"A",0.782
82416,"A",0.994
13220,"A",0.51
40335,"A",0.318
12876,"A",0.024
19735,"A",0.748
59135,"A",0.972
45212,"A",0.678
97617,"A",0.014
82021,"A",0.774
35126,"A",0.47
43961,"A",0.22
41804,"A",0.752
5424,"A",1
18071,"A",0.164
15112,"A",0.99
79028,"A",0.232
67192,"A",0.512
70391,"A",0.484
88836,"A",0.406
55153,"A",0.154
97045,"A",0.004
81242,"A",0.278
95798,"A",0.31
6785,"A",0.674
38936,"A",0.936
90485,"A",0.676
43022,"A",0.592
12945,"A",0.682
73290,"A",0.074
27009,"A",0.142
91775,"A",0.988
59216,"A",0.282
91222,"A",0.072
74283,"A",0.016
21268,"A",0.412
87019,"A",0.842
98919,"A",0.874
44595,"A",0.098
21519,"A",0.652
35213,"A",0.398
26555,"A",1
78814,"A",0.956
66679,"A",0.102
53770,"A",0.94
50940,"A",0.172
61289,"A",0.586
92552,"A",0.026
80735,"A",0.058
66014,"A",0.002
64705,"A",0.892
66409,"A",0.088
65825,"A",0.962
44445,"A",0.954
90627,"A",0.624
55342,"A",0.116
41303,"A",0.238
83845,"A",0.856
75255,"A",0.616
24121,"A",1
19300,"A",0.62
21982,"A",0.004
86886,"A",0.774
61637,"A",0.06
3956,"A",0.29
62598,"A",0.996
63863,"A",0.468
97005,"A",0.182
22814,"A",0.04
45655,"A",0.554
80873,"A",0.294
84862,"A",0.968
1165,"A",0.988
71413,"A",0.048
38481,"A",0.742
74894,"A",0.962
99576,"A",0.592
86714,"A",0.276
97603,"A",0.904
70265,"A",0.174
58516,"A",1
42798,"A",0.652
80009,"A",0.834
51733,"A",0.086
5491,"A",0.03
60269,"A",0.862
45203,"A",0.566
44537,"A",0.168
51587,"A",0.002
32031,"A",0.718
566,"A",0.994
82765,"A",0.54
56895,"A",0.348
20372,"A",0.962
68001,"A",0.878
94992,"A",0.002
96743,"A",1
60376,"A",0.708
73012,"A",0.918
38710,"A",0.286
42326,"A",0.704
3046,"A",0.576
76047,"A",0.224
24776,"A",0.01
43375,"A",0.544
90456,"A",0.384
41626,"A",0.954
77151,"A",1
4080,"A",0.394
68444,"A",0.212
46970,"A",0.07
229,"A",0.256
28003,"A",0.084
22711,"A",0.446
53607,"A",0.124
30497,"A",0.468
78166,"A",0.476
91699,"A",0.028
9301,"A",0.986
53426,"A",0.622
85453,"A",0.048
16604,"A",0.078
52492,"A",0.986
45073,"A",0.746
68485,"A",0.05
74390,"A",0.996
97898,"A",0.976
31815,"A",0.526
43029,"A",0.002
44370,"A",0.158
23949,"A",0.144
60969,"A",0.522
15899,"A",0.108
22062,"A",0.786
70647,"A",0.648
11528,"A",0.108
33864,"A",0.898
15560,"A",0.218
87064,"A",0.608
15697,"A",0.088
42666,"A",0.316
65667,"A",0.002
19538,"A",0.366
28219,"A",0.98
50654,"A",0.84
85128,"A",0.692
4346,"A",0.018
58937,"A",0.826
77881,"A",0.896
86406,"A",1
10797,"A",0.984
90608,"A",0.082
45198,"A",0.34
44255,"A",0.346
3437,"A",0.256
44278,"A",0.602
30758,"A",0.768
83088,"A",0.862
89043,"A",0.06
93874,"A",0.288
8136,"A",0.56
65478,"A",0.284
16703,"A",0.36
69100,"A",0.262
95487,"A",0.458
1798,"A",0.796
16505,"A",0.526
29736,"A",0.04
58576,"A",0.962
14624,"A",0.976
10284,"A",0.084
55199,"A",0.17
71894,"A",0.72
32003,"A",0.01
71899,"A",0.428
3758,"A",0.182
11937,"A",0.444
13847,"A",0.052
68655,"A",0.61
23648,"A",0.214
98789,"A",0.108
12416,"A",0.908
19825,"A",0.874
52908,"A",0.094
58107,"A",0.004
37405,"A",0.084
41809,"A",0.1
50457,"A",0.122
92347,"A",0.812
25062,"A",0.452
43825,"A",0.234
5363,"A",0.174
81394,"A",0.134
41778,"A",0.008
79342,"A",0.506
16238,"A",0.112
77148,"A",0.958
40428,"A",0.892
69149,"A",0.886
81497,"A",0.01
37987,"A",0.264
37439,"A",0.996
11979,"A",0.346
45184,"A",0.056
78487,"A",0.138
74515,"A",0.31
77862,"A",0.79
9044,"A",0.076
63740,"A",0.88
6226,"A",0.03
56514,"A",0.104
83468,"A",0.216
53549,"A",0.004
75172,"A",0.188
74454,"A",0.174
39211,"A",0.06
57668,"A",0.422
1463,"A",0.562
8326,"A",0.856
9662,"A",0.082
7921,"A",0.66
86081,"A",0.458
93232,"A",0.968
82803,"A",0.274
10744,"A",0.3
1710,"A",0.946
96580,"A",0.646
89025,"A",0.028
87424,"A",0.824
74691,"A",0.61
37312,"A",0.916
11177,"A",0.646
10912,"A",0.086
69182,"A",0.004
15617,"A",0.19
98189,"A",0.022
84071,"A",0.092
80491,"A",0.11
12910,"A",0.15
7517,"A",0.206
69146,"A",0.88
28335,"A",0.776
19976,"A",0.9
52588,"A",0.002
25514,"A",0
60068,"A",0.046
59958,"A",0.762
3580,"A",0.282
10352,"A",0.33
17151,"A",0.706
75978,"A",0.996
85237,"A",0.268
18629,"A",0.54
93518,"A",0.688
54574,"A",0.148
68256,"A",0.014
298,"A",0.312
34892,"A",0.698
92527,"A",1
38251,"A",0.26
91815,"A",0.762
17198,"A",0.636
26655,"A",0.398
82714,"A",0.52
62574,"A",0.006
58243,"A",0.986
34938,"A",0
34592,"A",0.728
64903,"A",0.696
92847,"A",0.68
19760,"A",0.016
11384,"A",0.816
9603,"A",0.99
50993,"A",0.234
63829,"A",0.292
10904,"A",0.452
8106,"A",0.924
79221,"A",0.812
31125,"A",0.354
19687,"A",0.644
63604,"A",0.014
35510,"A",0.04
70822,"A",0.214
76582,"A",0.084
35305,"A",0.872
15221,"A",0.986
77467,"A",0.324
76415,"A",0.032
54125,"A",0.32
69897,"A",1
90299,"A",0.212
75202,"A",0.648
57929,"A",0.996
83421,"A",0.326
13512,"A",0.838
74211,"A",0.246
29855,"A",0.028
58928,"A",0.222
60197,"A",0.016
30603,"A",0.532
61597,"A",0.302
22719,"A",0.064
93323,"A",0.972
82460,"A",0.318
62966,"A",0.15
15231,"A",0.726
24563,"A",0.668
22637,"A",0.102
50680,"A",0.666
1024,"A",0.958
11481,"A",0.236
4800,"A",0.586
30165,"A",0.12
82546,"A",0.032
39538,"A",0.982
92532,"A",0.16
18324,"A",0.476
97152,"A",0.026
73714,"A",0.776
41411,"A",0.394
86274,"A",0.108
8,"A",0.068
5758,"A",0.014
75056,"A",0.142
66006,"A",0.14
63898,"A",0.772
60629,"A",0.022
34515,"A",0.564
13560,"A",0.352
34522,"A",0.764
86038,"A",0.698
26602,"A",0.228
55179,"A",0.01
14642,"A",0.002
72100,"A",0.03
55633,"A",0.042
64442,"A",0.61
93721,"A",0.006
71434,"A",0.558
58772,"A",0.04
72600,"A",0.016
9089,"A",0.002
64249,"A",0.002
88119,"A",0.594
14074,"A",0.17
90709,"A",0.918
20165,"A",0.172
20720,"A",0.8
13950,"A",0.436
37678,"A",0.752
32285,"A",0.56
71073,"A",0.76
89383,"A",0.592
81462,"A",0.678
56599,"A",0.696
34163,"A",0.9
64357,"A",1
49701,"A",0.788
21904,"A",0.004
63946,"A",0.498
75498,"A",0.746
14928,"A",0.9
35714,"A",0.076
45932,"A",0.55
36645,"A",0.462
41827,"A",0.026
82202,"A",0.472
86171,"A",0.026
99003,"A",0.218
28860,"A",0.112
77953,"A",0.682
39268,"A",0.612
4867,"A",0.89
55753,"A",0.752
15816,"A",0.12
91250,"A",0.098
27773,"A",0.996
35099,"A",0.138
95162,"A",0.886
79113,"A",0.002
62629,"A",0.004
3364,"A",0.77
47877,"A",0.15
81040,"A",0.04
72387,"A",0.034
92528,"A",0.672
99241,"A",0.054
39497,"A",0.05
39849,"A",0.002
64697,"A",0.226
56690,"A",0.534
20137,"A",0.002
61974,"A",0.804
3355,"A",0.996
36209,"A",0.18
4240,"A",0.296
59530,"A",0.542
57599,"A",0.032
64462,"A",0.93
214,"A",0.084
54348,"A",0.63
25066,"A",0.094
36053,"A",0.12
59483,"A",0
21728,"A",0.214
96387,"A",1
84583,"A",0.676
27706,"A",0
16840,"A",0.974
2218,"A",0.662
70846,"A",0.41
56003,"A",0.822
74583,"A",0.494
80200,"A",0.014
67946,"A",0.686
28531,"A",0.014
79041,"A",0.77
54847,"A",0.818
44088,"A",0.846
54404,"A",0.536
76463,"A",0.892
33732,"A",0.566
54311,"A",0.876
54723,"A",0.034
68265,"A",0.738
69418,"A",0.02
39090,"A",0.556
44548,"A",0.672
47146,"A",0.222
25251,"A",0.226
8541,"A",0.456
83206,"A",0.454
87647,"A",0.516
39829,"A",0.594
82377,"A",0.908
40024,"A",0.23
36283,"A",0.228
18099,"A",0.348
38894,"A",0.016
57129,"A",0.024
24327,"A",0.044
59995,"A",0.22
59332,"A",0.362
41939,"A",0.998
19881,"A",0.526
62908,"A",0.738
14635,"A",0.414
82438,"A",0.096
87582,"A",0.084
809,"A",0.146
17528,"A",0.608
86800,"A",0.022
82270,"A",0.446
44539,"A",0.856
64285,"A",0.946
35346,"A",0.978
41039,"A",0.81
18014,"A",0.002
31671,"A",0.946
52586,"A",0.034
64721,"A",0.97
71239,"A",0.584
86959,"A",0.608
2633,"A",0.124
91959,"A",0.966
49228,"A",0.708
28597,"A",0.624
24140,"A",0.084
83782,"A",0.776
10618,"A",0.344
77689,"A",0.006
13549,"A",0.692
29501,"A",0.756
81683,"A",0.48
77319,"A",0.56
91025,"A",0.002
34998,"A",0.022
41861,"A",0.582
58866,"A",0.106
87881,"A",0.92
66037,"A",0.524
82420,"A",0.58
27745,"A",0.09
48042,"A",0.888
5970,"A",0.284
12521,"A",0.802
87032,"A",0.764
22878,"A",0.298
4430,"A",0.608
18608,"A",0.03
39117,"A",0.716
44528,"A",0.918
54779,"A",0.28
10621,"A",0.816
65890,"A",0.998
30074,"A",0.742
74062,"A",0.012
7426,"A",0.888
30573,"A",0.256
94522,"A",0.17
17025,"A",0.112
19048,"A",0.062
4627,"A",0.276
19983,"A",0.12
35341,"A",0.754
48905,"A",0.088
23414,"A",0.51
31386,"A",0.792
15744,"A",0.25
37812,"A",0.946
92511,"A",0.564
17772,"A",0.456
1746,"A",0.018
54678,"A",0.136
15457,"A",0.044
43972,"A",0.62
92301,"A",0.616
54502,"A",0.36
90536,"A",0.05
50566,"A",0.884
65806,"A",0.28
11780,"A",0.246
89303,"A",0.084
2965,"A",0.686
52144,"A",0.322
7023,"A",0.586
25406,"A",0.034
58007,"A",0.774
24610,"A",0.93
87899,"A",0.082
60959,"A",0.91
57053,"A",0.038
65654,"A",0.436
67128,"A",0.244
19563,"A",0.11
90473,"A",0.524
30205,"A",0.992
92867,"A",0.202
15332,"A",0.046
19337,"A",0.074
31872,"A",0.094
43337,"A",0.1
97772,"A",0.118
25446,"A",0.558
13922,"A",1
67588,"A",0.212
19285,"A",0.376
11706,"A",0.682
81618,"A",0.192
35552,"A",0.982
2936,"A",0.412
65889,"A",0.988
26644,"A",0.726
37442,"A",0.762
61364,"A",1
61145,"A",1
72242,"A",0.068
65079,"A",0.072
96063,"A",0.126
51625,"A",0.12
30077,"A",0.322
2822,"A",0.444
22718,"A",0.59
44617,"A",0.996
23406,"A",0.296
61012,"A",0.844
79416,"A",0.028
97236,"A",0.712
32211,"A",0.11
98971,"A",0.014
93655,"A",0.17
8858,"A",0.154
72119,"A",0.212
71155,"A",0.888
99668,"A",0.95
18352,"A",0.614
53680,"A",0
98221,"A",0.734
86478,"A",0.876
95352,"A",0.472
27324,"A",0.87
57322,"A",0.484
2299,"A",0.974
55572,"A",0.04
50841,"A",0.252
20439,"A",0.692
12816,"A",0.558
71083,"A",0.18
98716,"A",0.014
19778,"A",0.134
93856,"A",0.186
31773,"A",0.006
56827,"A",0.998
91877,"A",0.124
79767,"A",0.196
46814,"A",0.062
27016,"A",0.992
4095,"A",0.932
6463,"A",0.956
67606,"A",0.792
18477,"A",0.01
7341,"A",0.234
67180,"A",0.218
46472,"A",0.286
88145,"A",0.822
76897,"A",0.878
74058,"A",0.144
90744,"A",0.874
3633,"A",0.886
91908,"A",0.696
60614,"A",0.256
73805,"A",0.688
62553,"A",0.044
76263,"A",0.948
26868,"A",0.488
11030,"A",0.672
74820,"A",0.18
48110,"A",0.016
11692,"A",0.618
89683,"A",0.404
58233,"A",0.112
95984,"A",0.98
4550,"A",0.316
73938,"A",0.362
41165,"A",0.014
77769,"A",0.73
36466,"A",0.02
85431,"A",0.932
28436,"A",0.79
30520,"A",0.914
61856,"A",1
69961,"A",0.234
6320,"A",0.088
99819,"A",0.934
92829,"A",0.466
76175,"A",0.148
99975,"A",0.614
8443,"A",0.008
3371,"A",0.802
34319,"A",0.002
29009,"A",0.904
6726,"A",0.916
15568,"A",0.87
11279,"A",0.906
18072,"A",0.012
59419,"A",0.878
86210,"A",0.096
16799,"A",0.062
13412,"A",0.864
61108,"A",0.428
38448,"A",0.194
31213,"A",0.034
43356,"A",0.064
10972,"A",0
70813,"A",0.762
51454,"A",0.2
88154,"A",0.056
54744,"A",0.222
33120,"A",0.22
52863,"A",0.432
62206,"A",0.904
2160,"A",0.91
20761,"A",0.76
41834,"A",0.908
11257,"A",0.062
99828,"A",0.486
78150,"A",0.208
50839,"A",0.14
2389,"A",0.21
41446,"A",0.176
54709,"A",0.714
87593,"A",0.568
68588,"A",0.936
20394,"A",0.754
5022,"A",0.426
57970,"A",0.562
21064,"A",0.886
88768,"A",0.844
64456,"A",0.328
96565,"A",0.324
81166,"A",0.966
50888,"A",0.932
43179,"A",0.694
41984,"A",0.32
54307,"A",0.064
58709,"A",0.102
18527,"A",0.01
15149,"A",0.12
57846,"A",0.526
80282,"A",1
35573,"A",0.518
50751,"A",0.984
5515,"A",0.142
61548,"A",0.998
38294,"A",0.792
15886,"A",0.568
53126,"A",0.26
66497,"A",0.082
65850,"A",0.092
2109,"A",0.624
14953,"A",0.488
910,"A",1
9090,"A",0.342
40117,"A",0.054
83977,"A",0.402
57219,"A",0.012
41294,"A",0.684
86015,"A",0.674
23397,"A",0.736
80881,"A",0.016
67412,"A",0.04
48156,"A",0.934
9344,"A",0.384
69795,"A",0.108
58263,"A",0.54
92756,"A",0.724
43892,"A",0.014
55744,"A",0.834
72510,"A",0.084
92360,"A",0.148
96116,"A",0.026
37125,"A",0.086
41357,"A",0.762
42650,"A",0.568
59256,"A",0.964
80920,"A",0.546
79049,"A",0.996
60298,"A",0
41685,"A",0.958
9469,"A",0.002
15285,"A",0.388
55220,"A",0.794
76880,"A",0.336
98723,"A",0
96360,"A",0.338
94988,"A",0.25
10935,"A",0.054
70262,"A",0.192
53955,"A",0.046
80946,"A",0.032
55955,"A",0.574
38088,"A",0.758
99922,"A",0.648
34620,"A",0.464
99790,"A",0.068
61013,"A",0.018
46010,"A",0.762
52190,"A",0.628
56686,"A",0.012
1787,"A",0.008
16726,"A",0.014
1522,"A",0.59
26520,"A",0.922
63809,"A",0.146
12641,"A",0.988
76497,"A",0.19
83838,"A",0.886
28067,"A",0.744
88729,"A",0.85
79712,"A",0.238
52446,"A",0.066
4274,"A",0.968
33691,"A",0.32
95636,"A",0.276
30982,"A",0.012
42482,"A",0.516
8545,"A",0.232
53965,"A",0.276
17632,"A",0.626
79615,"A",0.024
3539,"A",0.068
46977,"A",0.828
86130,"A",0.17
94622,"A",0.726
81161,"A",0.956
30605,"A",0.62
9319,"A",0.594
21999,"A",0.994
63689,"A",0.07
39982,"A",0.398
61306,"A",0.37
70380,"A",0.628
14817,"A",0.98
46344,"A",0.646
15049,"A",0.922
79063,"A",0.024
47211,"A",0.332
28584,"A",0.034
34083,"A",0.64
29523,"A",0.87
52049,"A",0.334
82150,"A",0.004
83439,"A",0
21809,"A",0.336
52716,"A",0.82
19909,"A",0.764
96649,"A",0.018
35829,"A",0.656
80730,"A",0.132
12747,"A",0.966
66244,"A",1
62729,"A",0.664
98382,"A",0.024
795,"A",0.212
52750,"A",0.542
60830,"A",0.606
94538,"A",0.964
74748,"A",1
55542,"A",0.084
71677,"A",0.022
45100,"A",0
62674,"A",0.018
37617,"A",0.192
95940,"A",0.584
23886,"A",0.594
99462,"A",0.012
95048,"A",1
81405,"A",0.418
70172,"A",0.902
40462,"A",0.014
14907,"A",0.97
12041,"A",0.356
97884,"A",0.264
10037,"A",1
81035,"A",0.34
21852,"A",0.916
54850,"A",0.096
32986,"A",0.032
93411,"A",0.21
93046,"A",0.928
39846,"A",0.7
33450,"A",0.726
90430,"A",0.016
91207,"A",0.452
82443,"A",0.082
84685,"A",0.07
80979,"A",0.904
69567,"A",0.654
64323,"A",0.394
18647,"A",0.044
89603,"A",0.622
87250,"A",0.144
13215,"A",0.746
68973,"A",0.996
33777,"A",0.462
50800,"A",0.148
15155,"A",0.89
69029,"A",0.694
6682,"A",0.002
6400,"A",0.59
71370,"A",0.852
42522,"A",0.116
62721,"A",0.408
61781,"A",0.996
9347,"A",0.092
85655,"A",0.948
85063,"A",0.746
52603,"A",0.786
52233,"A",0.386
3265,"A",0.028
46677,"A",0.468
49283,"A",0.578
2706,"A",0.088
63372,"A",0.088
39934,"A",0.836
30473,"A",0.018
68700,"A",0.332
69707,"A",0.63
89299,"A",0.452
17035,"A",0.478
44447,"A",0.87
17383,"A",0.946
35740,"A",0.862
41271,"A",0.252
36485,"A",0.454
61997,"A",0.122
69704,"A",0.32
81827,"A",0.004
32843,"A",0.868
3623,"A",0.26
58087,"A",0.012
72539,"A",0.956
23133,"A",0.058
51548,"A",0.002
50425,"A",0.18
35490,"A",0.148
44341,"A",0.304
27966,"A",0.83
97678,"A",0.018
99566,"A",0.222
30480,"A",0.008
9614,"A",0.068
35442,"A",0.796
78314,"A",0.352
63807,"A",0.018
94059,"A",0.634
87190,"A",0.946
36428,"A",0.562
9725,"A",0.03
33860,"A",0.914
64841,"A",0.128
43236,"A",1
82294,"A",0.1
20893,"A",0.716
87337,"A",0.426
79951,"A",0.648
29457,"A",0.74
85924,"A",0.952
90942,"A",0.008
33138,"A",0.642
31388,"A",0.542
75186,"A",0.992
46120,"A",0.828
62570,"A",0.142
12271,"A",0.678
36664,"A",0.026
39852,"A",0.028
30178,"A",0.842
47972,"A",0.646
74738,"A",0.036
32803,"A",0.598
10020,"A",0.54
77061,"A",0.252
15008,"A",0.094
42473,"A",0.876
27020,"A",0.292
21169,"A",0.456
53404,"A",0.38
10966,"A",0.01
69097,"A",0.196
63140,"A",0.016
32784,"A",0.834
14469,"A",0.392
81903,"A",0.662
49213,"A",0.984
5850,"A",0.96
48738,"A",0.928
11969,"A",0.102
14304,"A",0.414
17355,"A",0.852
10314,"A",0.566
12018,"A",0.484
78435,"A",0.07
5171,"A",0.402
93941,"A",0.002
51174,"A",0.286
36876,"A",0.262
25438,"A",0.972
85551,"A",0.968
73698,"A",0.008
60207,"A",0.37
78436,"A",0.224
13568,"A",0.992
10363,"A",0.224
50530,"A",0.646
84990,"A",0.09
35049,"A",0.07
58548,"A",0.788
886,"A",0.038
23374,"A",0.128
55366,"A",0.05
38199,"A",0.022
8243,"A",0.082
69320,"A",0.926
35439,"A",0.836
58106,"A",0.822
52157,"A",0.01
36306,"A",0.978
21365,"A",0.674
17375,"A",0.004
1524,"A",0.236
57125,"A",0.554
20711,"A",0.674
1407,"A",0.862
63968,"A",0.51
11611,"A",0.19
12456,"A",0.102
98068,"A",0
24229,"A",0.016
26270,"A",0.992
67646,"A",0.992
60039,"A",0.666
43200,"A",0.068
65106,"A",0.12
7870,"A",0.18
83531,"A",0.958
14654,"A",0.716
22836,"A",0.992
52400,"A",0.196
93030,"A",0.006
93374,"A",0.984
80326,"A",0.194
76976,"A",0.188
75714,"A",0.78
80727,"A",0.98
19061,"A",0.364
39960,"A",0.632
49247,"A",0.43
34918,"A",0.554
32522,"A",0.222
71922,"A",0.16
28447,"A",0.968
36646,"A",0.99
49653,"A",0.704
76800,"A",0.742
22513,"A",0.632
91525,"A",0.932
56257,"A",0.506
55367,"A",0.32
95075,"A",0.66
81014,"A",0.232
36231,"A",0.234
92428,"A",0.074
71001,"A",0.022
61238,"A",0.132
16748,"A",0.856
92052,"A",0.384
38045,"A",0.074
52557,"A",0.776
91981,"A",0.8
82933,"A",0.414
63871,"A",0.86
28345,"A",0.336
25150,"A",0.296
83476,"A",0.092
93699,"A",0.06
12650,"A",0.93
60386,"A",0.832
31463,"A",0.052
10419,"A",0.734
56545,"A",0.222
70641,"A",0.678
32053,"A",0.136
45778,"A",0.606
24846,"A",0.038
55245,"A",0.09
64632,"A",0.674
39540,"A",0.256
98656,"A",0.122
73664,"A",0.828
30154,"A",0.48
65080,"A",0.142
28549,"A",0.028
25047,"A",0.426
30330,"A",0.106
1496,"A",0.218
93657,"A",0.894
74865,"A",0.118
60678,"A",0.268
64593,"A",0.094
21894,"A",0.02
49941,"A",0.004
91832,"A",0.378
78063,"A",0.514
70404,"A",0.062
9977,"A",0.202
16671,"A",0.574
26263,"A",0.318
44475,"A",0.28
30084,"A",0.03
91824,"A",0.104
29598,"A",0.298
67888,"A",0.704
67717,"A",0.098
55606,"A",0.104
6170,"A",1
90455,"A",0.976
15313,"A",0.044
45709,"A",0.344
3035,"A",0.86
25929,"A",0.2
44502,"A",0.404
72067,"A",0.752
56709,"A",0.712
9809,"A",0.056
53082,"A",0.002
94573,"A",0.644
69414,"A",0.016
32586,"A",0.02
36591,"A",0.182
6821,"A",0.05
54382,"A",0.048
34304,"A",0.372
94097,"A",0.66
43665,"A",0.682
4692,"A",0.6
47516,"A",0.824
41193,"A",0.5
27378,"A",0.922
78450,"A",0.02
46395,"A",0.062
60131,"A",0.636
21911,"A",0.122
78278,"A",0.162
87025,"A",0.7
89773,"A",0.12
92451,"A",0.882
69200,"A",0.068
21711,"A",0
62225,"A",0.234
12430,"A",0.414
16681,"A",0.118
74169,"A",0.844
78342,"A",0.022
60395,"A",0.328
55355,"A",0.206
80,"A",0.002
83870,"A",0.312
9419,"A",0.79
52182,"A",0.096
67464,"A",0.112
32837,"A",0.034
68217,"A",1
63877,"A",0.864
71304,"A",0.384
77981,"A",0.092
15660,"A",0.942
97645,"A",0.274
93466,"A",0.062
31680,"A",0.756
6865,"A",0.172
84169,"A",0.012
86926,"A",0.076
22812,"A",0.928
43318,"A",0.998
42730,"A",0.19
82048,"A",0.74
41142,"A",0.072
53729,"A",0.136
91532,"A",0.148
3306,"A",0.904
17062,"A",0.984
86165,"A",0.484
22488,"A",0.184
85960,"A",0.346
62030,"A",0.054
11395,"A",0.806
49455,"A",0.856
40211,"A",0.744
59948,"A",0.364
92128,"A",0.004
16781,"A",0.742
95579,"A",0.144
45367,"A",0.022
84667,"A",1
62907,"A",0.02
92349,"A",0.04
60381,"A",0.004
494,"A",0.012
87512,"A",0
56558,"A",0.002
27530,"A",0.996
92435,"A",0.934
97002,"A",0.4
59858,"A",0.368
13209,"A",0.628
90228,"A",0.372
49532,"A",0.882
95787,"A",0.234
12692,"A",0.942
11283,"A",0.606
88027,"A",0.278
31040,"A",0.006
94893,"A",0.566
41406,"A",0.628
13651,"A",0.02
93556,"A",0.474
70527,"A",0.032
66889,"A",0.236
24185,"A",0.052
58667,"A",0.604
40053,"A",0.446
19490,"A",0.396
63278,"A",0.026
97059,"A",0.376
8939,"A",0.544
51163,"A",0.914
30209,"A",0.102
4278,"A",0.732
51238,"A",0.036
93425,"A",0.424
12226,"A",0.34
67688,"A",0.68
62320,"A",0.368
23224,"A",0.94
99592,"A",0.002
46023,"A",0.364
58624,"A",0.944
52110,"A",0.998
89839,"A",0.24
839,"A",0.934
36865,"A",0.986
57123,"A",0.988
18180,"A",0.862
12026,"A",0.808
20037,"A",0.904
95639,"A",0.356
35000,"A",0.946
5125,"A",0.854
73448,"A",0.048
88238,"A",0.028
72525,"A",0.9
83704,"A",0.038
52734,"A",0.788
23226,"A",0.798
27256,"A",0.776
85799,"A",0.338
96927,"A",0.004
8410,"A",0.286
76076,"A",0.232
31424,"A",0.436
20679,"A",0.922
17036,"A",0.23
67511,"A",0.87
79870,"A",0.998
73649,"A",0.236
54303,"A",0.068
28076,"A",0.294
89521,"A",0.51
64404,"A",0.02
64910,"A",0.448
29867,"A",0.022
96435,"A",0.786
57422,"A",0.91
1402,"A",0.81
76037,"A",0.89
